[ AI-Rank-Log  4/ 8 18: 2: 7.412 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  4/ 8 18: 3:34. 62 ]sampleid: 000000030828.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:34.339 ]sampleid: 000000031050.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:34.611 ]sampleid: 000000031093.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:34.877 ]sampleid: 000000031118.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:35.142 ]sampleid: 000000031217.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:35.407 ]sampleid: 000000031248.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:35.672 ]sampleid: 000000031269.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:35.945 ]sampleid: 000000031296.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:36.225 ]sampleid: 000000031322.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:36.480 ]sampleid: 000000031620.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:36.740 ]sampleid: 000000031735.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:37. 39 ]sampleid: 000000031749.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:37.301 ]sampleid: 000000031817.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:37.578 ]sampleid: 000000032038.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:37.835 ]sampleid: 000000032081.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:38. 87 ]sampleid: 000000032285.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:38.356 ]sampleid: 000000032334.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:38.628 ]sampleid: 000000032570.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:38.900 ]sampleid: 000000032610.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:39.179 ]sampleid: 000000032735.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:39.454 ]sampleid: 000000032811.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:39.738 ]sampleid: 000000032817.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:40. 21 ]sampleid: 000000032861.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:40.306 ]sampleid: 000000032887.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:40.588 ]sampleid: 000000032901.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:40.869 ]sampleid: 000000032941.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:41.147 ]sampleid: 000000033005.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:41.422 ]sampleid: 000000033104.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:41.709 ]sampleid: 000000033109.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:41.991 ]sampleid: 000000033114.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:42.266 ]sampleid: 000000033221.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:42.541 ]sampleid: 000000033368.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:42.824 ]sampleid: 000000033638.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:43.114 ]sampleid: 000000033707.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:43.399 ]sampleid: 000000033759.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:43.672 ]sampleid: 000000033854.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:43.947 ]sampleid: 000000034071.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:44.234 ]sampleid: 000000034139.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:44.508 ]sampleid: 000000034205.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:44.785 ]sampleid: 000000034257.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:45. 65 ]sampleid: 000000034417.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:45.358 ]sampleid: 000000034452.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:45.633 ]sampleid: 000000034760.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:45.919 ]sampleid: 000000034873.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:46.191 ]sampleid: 000000035062.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:46.469 ]sampleid: 000000035197.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:46.751 ]sampleid: 000000035279.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:47. 41 ]sampleid: 000000035326.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:47.321 ]sampleid: 000000035682.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:47.594 ]sampleid: 000000035770.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:47.876 ]sampleid: 000000035963.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:48.154 ]sampleid: 000000036494.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:48.437 ]sampleid: 000000036539.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:48.708 ]sampleid: 000000036660.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:49.  5 ]sampleid: 000000036678.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:49.280 ]sampleid: 000000036844.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:49.559 ]sampleid: 000000036861.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:49.837 ]sampleid: 000000036936.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:50.117 ]sampleid: 000000037670.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:50.397 ]sampleid: 000000037689.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:50.677 ]sampleid: 000000037740.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:50.971 ]sampleid: 000000037751.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:51.232 ]sampleid: 000000037777.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:51.518 ]sampleid: 000000037988.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:51.796 ]sampleid: 000000038048.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:52. 72 ]sampleid: 000000038070.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:52.360 ]sampleid: 000000038118.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:52.640 ]sampleid: 000000038210.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:52.923 ]sampleid: 000000038576.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:53.205 ]sampleid: 000000038678.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:53.473 ]sampleid: 000000038825.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:53.759 ]sampleid: 000000038829.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:54. 51 ]sampleid: 000000039405.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:54.329 ]sampleid: 000000039477.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:54.605 ]sampleid: 000000039480.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:54.886 ]sampleid: 000000039484.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:55.168 ]sampleid: 000000039551.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:55.467 ]sampleid: 000000039670.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:55.764 ]sampleid: 000000039769.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:56. 49 ]sampleid: 000000039785.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:56.330 ]sampleid: 000000039914.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:56.610 ]sampleid: 000000039951.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:56.890 ]sampleid: 000000039956.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:57.176 ]sampleid: 000000040036.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:57.472 ]sampleid: 000000040083.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:57.755 ]sampleid: 000000040471.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:58. 43 ]sampleid: 000000040757.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:58.328 ]sampleid: 000000041488.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:58.614 ]sampleid: 000000041633.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:58.925 ]sampleid: 000000041635.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:59.208 ]sampleid: 000000041872.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:59.508 ]sampleid: 000000041888.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 3:59.809 ]sampleid: 000000041990.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 0.104 ]sampleid: 000000042070.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 0.398 ]sampleid: 000000042102.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 0.699 ]sampleid: 000000042178.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 0.994 ]sampleid: 000000042276.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 1.289 ]sampleid: 000000042296.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 1.574 ]sampleid: 000000042528.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 1.895 ]sampleid: 000000042563.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 2.209 ]sampleid: 000000042628.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 2.497 ]sampleid: 000000042888.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 2.809 ]sampleid: 000000042889.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 3. 94 ]sampleid: 000000043314.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 3.421 ]sampleid: 000000043435.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 3.726 ]sampleid: 000000043581.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 4. 21 ]sampleid: 000000043737.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 4.337 ]sampleid: 000000043816.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 4.648 ]sampleid: 000000044068.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 4.939 ]sampleid: 000000044195.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 5.253 ]sampleid: 000000044260.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 5.545 ]sampleid: 000000044279.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 5.833 ]sampleid: 000000044590.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 6.127 ]sampleid: 000000044652.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 6.425 ]sampleid: 000000044699.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 6.732 ]sampleid: 000000044877.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 7. 71 ]sampleid: 000000045070.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 7.369 ]sampleid: 000000045090.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 7.666 ]sampleid: 000000045229.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 7.981 ]sampleid: 000000045472.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 8.295 ]sampleid: 000000045550.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 8.611 ]sampleid: 000000045596.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 8.916 ]sampleid: 000000045728.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 9.224 ]sampleid: 000000046031.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 9.538 ]sampleid: 000000046048.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4: 9.868 ]sampleid: 000000046252.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:10.175 ]sampleid: 000000046378.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:10.489 ]sampleid: 000000046463.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:10.785 ]sampleid: 000000046497.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:11.108 ]sampleid: 000000046804.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:11.423 ]sampleid: 000000046872.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:11.746 ]sampleid: 000000047010.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:12. 74 ]sampleid: 000000047112.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:12.364 ]sampleid: 000000047121.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:12.677 ]sampleid: 000000047571.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:12.987 ]sampleid: 000000047585.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:13.300 ]sampleid: 000000047740.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:13.612 ]sampleid: 000000047769.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:13.919 ]sampleid: 000000047801.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:14.226 ]sampleid: 000000047819.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:14.541 ]sampleid: 000000047828.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:14.861 ]sampleid: 000000048153.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:15.183 ]sampleid: 000000048396.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:15.505 ]sampleid: 000000048504.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:15.818 ]sampleid: 000000048555.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:16.117 ]sampleid: 000000048564.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:16.433 ]sampleid: 000000048924.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:16.749 ]sampleid: 000000049060.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:17. 73 ]sampleid: 000000049091.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:17.392 ]sampleid: 000000049259.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:17.704 ]sampleid: 000000049269.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:18. 35 ]sampleid: 000000049759.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:18.327 ]sampleid: 000000049761.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:18.652 ]sampleid: 000000049810.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:18.990 ]sampleid: 000000050006.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:19.298 ]sampleid: 000000050145.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:19.623 ]sampleid: 000000050149.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:19.954 ]sampleid: 000000050165.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:20.262 ]sampleid: 000000050326.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:20.591 ]sampleid: 000000050331.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:20.913 ]sampleid: 000000050380.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:21.237 ]sampleid: 000000050638.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:21.553 ]sampleid: 000000050679.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:21.883 ]sampleid: 000000050811.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:22.198 ]sampleid: 000000050828.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:22.510 ]sampleid: 000000050844.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:22.845 ]sampleid: 000000050896.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:23.155 ]sampleid: 000000050943.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:23.475 ]sampleid: 000000051008.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:23.798 ]sampleid: 000000051309.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:24.118 ]sampleid: 000000051314.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:24.438 ]sampleid: 000000051326.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:24.755 ]sampleid: 000000051598.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:25. 78 ]sampleid: 000000051610.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:25.397 ]sampleid: 000000051712.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:25.717 ]sampleid: 000000051738.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:26. 45 ]sampleid: 000000051938.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:26.361 ]sampleid: 000000051961.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:26.683 ]sampleid: 000000051976.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:27. 10 ]sampleid: 000000052007.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:27.322 ]sampleid: 000000052017.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:27.646 ]sampleid: 000000052412.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:27.956 ]sampleid: 000000052413.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:28.282 ]sampleid: 000000052462.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:28.607 ]sampleid: 000000052507.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:28.925 ]sampleid: 000000052565.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:29.240 ]sampleid: 000000052591.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:29.564 ]sampleid: 000000052891.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:29.885 ]sampleid: 000000052996.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:30.205 ]sampleid: 000000053505.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:30.517 ]sampleid: 000000053529.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:30.827 ]sampleid: 000000053624.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:31.145 ]sampleid: 000000053626.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:31.480 ]sampleid: 000000053909.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:31.812 ]sampleid: 000000053994.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:32.134 ]sampleid: 000000054123.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:32.477 ]sampleid: 000000054164.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:32.805 ]sampleid: 000000054592.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:33.133 ]sampleid: 000000054593.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:33.479 ]sampleid: 000000054605.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:33.809 ]sampleid: 000000054628.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:34.130 ]sampleid: 000000054654.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:34.449 ]sampleid: 000000054931.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:34.771 ]sampleid: 000000054967.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:35. 89 ]sampleid: 000000055002.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:35.415 ]sampleid: 000000055022.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:35.765 ]sampleid: 000000055072.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:36. 94 ]sampleid: 000000055150.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:36.444 ]sampleid: 000000055167.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:36.771 ]sampleid: 000000055299.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:37. 99 ]sampleid: 000000055528.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:37.444 ]sampleid: 000000055950.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:37.792 ]sampleid: 000000056127.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:38.127 ]sampleid: 000000056288.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:38.453 ]sampleid: 000000056344.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:38.792 ]sampleid: 000000056350.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:39.128 ]sampleid: 000000056545.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:39.457 ]sampleid: 000000057027.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:39.810 ]sampleid: 000000057149.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:40.123 ]sampleid: 000000057150.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:40.463 ]sampleid: 000000057232.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:40.811 ]sampleid: 000000057238.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:41.143 ]sampleid: 000000057244.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:41.492 ]sampleid: 000000057597.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:41.826 ]sampleid: 000000057672.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:42.161 ]sampleid: 000000057725.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:42.485 ]sampleid: 000000057760.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:42.815 ]sampleid: 000000058029.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:43.145 ]sampleid: 000000058111.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:43.494 ]sampleid: 000000058350.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:43.840 ]sampleid: 000000058384.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:44.176 ]sampleid: 000000058393.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:44.530 ]sampleid: 000000058539.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:44.880 ]sampleid: 000000058636.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:45.224 ]sampleid: 000000058655.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:45.583 ]sampleid: 000000058705.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:45.937 ]sampleid: 000000059044.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:46.294 ]sampleid: 000000059386.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:46.653 ]sampleid: 000000059598.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:47. 21 ]sampleid: 000000059635.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:47.375 ]sampleid: 000000059920.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:47.733 ]sampleid: 000000060052.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:48.104 ]sampleid: 000000060090.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:48.456 ]sampleid: 000000060102.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:48.828 ]sampleid: 000000060347.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:49.185 ]sampleid: 000000060363.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:49.538 ]sampleid: 000000060449.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:49.901 ]sampleid: 000000060507.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:50.257 ]sampleid: 000000060770.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:50.626 ]sampleid: 000000060823.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:50.990 ]sampleid: 000000060835.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:51.336 ]sampleid: 000000060855.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:51.699 ]sampleid: 000000060886.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:52. 62 ]sampleid: 000000060899.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:52.422 ]sampleid: 000000060932.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:52.797 ]sampleid: 000000061108.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:53.152 ]sampleid: 000000061171.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:53.509 ]sampleid: 000000061268.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:53.841 ]sampleid: 000000061333.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:54.187 ]sampleid: 000000061418.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:54.548 ]sampleid: 000000061471.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:54.909 ]sampleid: 000000061584.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:55.270 ]sampleid: 000000061658.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:55.639 ]sampleid: 000000061747.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:55.996 ]sampleid: 000000061960.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:56.353 ]sampleid: 000000062025.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:56.726 ]sampleid: 000000062353.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:57. 89 ]sampleid: 000000062355.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:57.434 ]sampleid: 000000062554.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:57.796 ]sampleid: 000000062692.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:58.160 ]sampleid: 000000062808.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:58.523 ]sampleid: 000000063047.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:58.869 ]sampleid: 000000063154.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:59.237 ]sampleid: 000000063552.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:59.590 ]sampleid: 000000063602.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 4:59.957 ]sampleid: 000000063740.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 5: 0.315 ]sampleid: 000000063965.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 5: 0.675 ]sampleid: 000000064084.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 5: 1. 30 ]sampleid: 000000064359.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 5: 1.389 ]sampleid: 000000064462.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 5: 1.760 ]sampleid: 000000064495.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 5: 2.128 ]sampleid: 000000064499.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 5: 2.482 ]sampleid: 000000064523.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 5: 2.825 ]sampleid: 000000064574.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 5: 3.181 ]sampleid: 000000064718.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 5: 3.548 ]sampleid: 000000064868.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 5: 3.921 ]sampleid: 000000064898.jpg, result=true
[ AI-Rank-Log  4/ 8 18: 5: 4.284 ]sampleid: 000000065074.jpg, result=true
