[ AI-Rank-Log  4/ 7 11:57:35.171 ]load_data, checksum: 442b8da7639aecaf257c1dceb8ba8c8
[ AI-Rank-Log  4/ 7 11:58: 7.137 ]sampleid: 000000031269.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 7.267 ]sampleid: 000000031296.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 7.399 ]sampleid: 000000031322.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 7.524 ]sampleid: 000000031620.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 7.647 ]sampleid: 000000031735.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 7.768 ]sampleid: 000000031749.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 7.885 ]sampleid: 000000031817.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 8.  9 ]sampleid: 000000032038.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 8.132 ]sampleid: 000000032081.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 8.252 ]sampleid: 000000032285.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 8.362 ]sampleid: 000000032334.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 8.486 ]sampleid: 000000032570.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 8.620 ]sampleid: 000000032610.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 8.743 ]sampleid: 000000032735.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 8.868 ]sampleid: 000000032811.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 9.  0 ]sampleid: 000000032817.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 9.123 ]sampleid: 000000032861.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 9.247 ]sampleid: 000000032887.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 9.384 ]sampleid: 000000032901.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 9.514 ]sampleid: 000000032941.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 9.623 ]sampleid: 000000033005.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 9.744 ]sampleid: 000000033104.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58: 9.877 ]sampleid: 000000033109.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:10.  6 ]sampleid: 000000033114.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:10.131 ]sampleid: 000000033221.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:10.255 ]sampleid: 000000033368.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:10.390 ]sampleid: 000000033638.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:10.526 ]sampleid: 000000033707.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:10.665 ]sampleid: 000000033759.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:10.803 ]sampleid: 000000033854.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:10.925 ]sampleid: 000000034071.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:11. 62 ]sampleid: 000000034139.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:11.186 ]sampleid: 000000034205.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:11.314 ]sampleid: 000000034257.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:11.444 ]sampleid: 000000034417.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:11.567 ]sampleid: 000000034452.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:11.698 ]sampleid: 000000034760.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:11.826 ]sampleid: 000000034873.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:11.958 ]sampleid: 000000035062.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:12. 87 ]sampleid: 000000035197.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:12.223 ]sampleid: 000000035279.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:12.363 ]sampleid: 000000035326.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:12.486 ]sampleid: 000000035682.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:12.622 ]sampleid: 000000035770.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:12.751 ]sampleid: 000000035963.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:12.862 ]sampleid: 000000036494.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:12.991 ]sampleid: 000000036539.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:13.111 ]sampleid: 000000036660.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:13.247 ]sampleid: 000000036678.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:13.384 ]sampleid: 000000036844.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:13.528 ]sampleid: 000000036861.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:13.664 ]sampleid: 000000036936.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:13.806 ]sampleid: 000000037670.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:13.945 ]sampleid: 000000037689.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:14. 86 ]sampleid: 000000037740.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:14.227 ]sampleid: 000000037751.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:14.352 ]sampleid: 000000037777.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:14.487 ]sampleid: 000000037988.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:14.624 ]sampleid: 000000038048.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:14.763 ]sampleid: 000000038070.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:14.888 ]sampleid: 000000038118.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:15. 12 ]sampleid: 000000038210.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:15.125 ]sampleid: 000000038576.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:15.267 ]sampleid: 000000038678.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:15.405 ]sampleid: 000000038825.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:15.545 ]sampleid: 000000038829.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:15.684 ]sampleid: 000000039405.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:15.825 ]sampleid: 000000039477.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:15.961 ]sampleid: 000000039480.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:16. 91 ]sampleid: 000000039484.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:16.206 ]sampleid: 000000039551.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:16.347 ]sampleid: 000000039670.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:16.484 ]sampleid: 000000039769.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:16.624 ]sampleid: 000000039785.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:16.768 ]sampleid: 000000039914.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:16.908 ]sampleid: 000000039951.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:17. 44 ]sampleid: 000000039956.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:17.186 ]sampleid: 000000040036.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:17.325 ]sampleid: 000000040083.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:17.466 ]sampleid: 000000040471.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:17.607 ]sampleid: 000000040757.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:17.746 ]sampleid: 000000041488.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:17.884 ]sampleid: 000000041633.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:18. 25 ]sampleid: 000000041635.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:18.166 ]sampleid: 000000041872.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:18.307 ]sampleid: 000000041888.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:18.433 ]sampleid: 000000041990.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:18.576 ]sampleid: 000000042070.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:18.708 ]sampleid: 000000042102.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:18.851 ]sampleid: 000000042178.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:18.967 ]sampleid: 000000042276.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:19.109 ]sampleid: 000000042296.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:19.242 ]sampleid: 000000042528.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:19.383 ]sampleid: 000000042563.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:19.519 ]sampleid: 000000042628.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:19.655 ]sampleid: 000000042888.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:19.793 ]sampleid: 000000042889.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:19.914 ]sampleid: 000000043314.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:20. 60 ]sampleid: 000000043435.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:20.196 ]sampleid: 000000043581.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:20.342 ]sampleid: 000000043737.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:20.483 ]sampleid: 000000043816.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:20.621 ]sampleid: 000000044068.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:20.759 ]sampleid: 000000044195.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:20.902 ]sampleid: 000000044260.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:21. 45 ]sampleid: 000000044279.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:21.191 ]sampleid: 000000044590.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:21.325 ]sampleid: 000000044652.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:21.471 ]sampleid: 000000044699.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:21.595 ]sampleid: 000000044877.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:21.745 ]sampleid: 000000045070.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:21.891 ]sampleid: 000000045090.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:22. 32 ]sampleid: 000000045229.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:22.177 ]sampleid: 000000045472.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:22.325 ]sampleid: 000000045550.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:22.473 ]sampleid: 000000045596.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:22.602 ]sampleid: 000000045728.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:22.744 ]sampleid: 000000046031.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:22.889 ]sampleid: 000000046048.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:23. 45 ]sampleid: 000000046252.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:23.192 ]sampleid: 000000046378.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:23.319 ]sampleid: 000000046463.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:23.461 ]sampleid: 000000046497.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:23.607 ]sampleid: 000000046804.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:23.758 ]sampleid: 000000046872.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:23.905 ]sampleid: 000000047010.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:24. 59 ]sampleid: 000000047112.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:24.182 ]sampleid: 000000047121.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:24.325 ]sampleid: 000000047571.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:24.481 ]sampleid: 000000047585.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:24.613 ]sampleid: 000000047740.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:24.751 ]sampleid: 000000047769.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:24.906 ]sampleid: 000000047801.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:25. 54 ]sampleid: 000000047819.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:25.204 ]sampleid: 000000047828.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:25.352 ]sampleid: 000000048153.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:25.504 ]sampleid: 000000048396.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:25.664 ]sampleid: 000000048504.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:25.822 ]sampleid: 000000048555.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:25.966 ]sampleid: 000000048564.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:26.124 ]sampleid: 000000048924.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:26.276 ]sampleid: 000000049060.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:26.426 ]sampleid: 000000049091.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:26.583 ]sampleid: 000000049259.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:26.725 ]sampleid: 000000049269.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:26.876 ]sampleid: 000000049759.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:27. 27 ]sampleid: 000000049761.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:27.182 ]sampleid: 000000049810.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:27.326 ]sampleid: 000000050006.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:27.476 ]sampleid: 000000050145.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:27.625 ]sampleid: 000000050149.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:27.786 ]sampleid: 000000050165.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:27.937 ]sampleid: 000000050326.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:28. 86 ]sampleid: 000000050331.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:28.239 ]sampleid: 000000050380.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:28.388 ]sampleid: 000000050638.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:28.544 ]sampleid: 000000050679.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:28.706 ]sampleid: 000000050811.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:28.866 ]sampleid: 000000050828.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:29. 16 ]sampleid: 000000050844.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:29.168 ]sampleid: 000000050896.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:29.317 ]sampleid: 000000050943.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:29.466 ]sampleid: 000000051008.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:29.623 ]sampleid: 000000051309.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:29.765 ]sampleid: 000000051314.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:29.921 ]sampleid: 000000051326.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:30. 69 ]sampleid: 000000051598.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:30.222 ]sampleid: 000000051610.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:30.370 ]sampleid: 000000051712.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:30.513 ]sampleid: 000000051738.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:30.665 ]sampleid: 000000051938.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:30.823 ]sampleid: 000000051961.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:30.972 ]sampleid: 000000051976.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:31.130 ]sampleid: 000000052007.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:31.271 ]sampleid: 000000052017.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:31.406 ]sampleid: 000000052412.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:31.555 ]sampleid: 000000052413.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:31.707 ]sampleid: 000000052462.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:31.865 ]sampleid: 000000052507.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:32. 26 ]sampleid: 000000052565.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:32.183 ]sampleid: 000000052591.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:32.330 ]sampleid: 000000052891.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:32.464 ]sampleid: 000000052996.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:32.622 ]sampleid: 000000053505.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:32.769 ]sampleid: 000000053529.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:32.924 ]sampleid: 000000053624.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:33. 85 ]sampleid: 000000053626.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:33.245 ]sampleid: 000000053909.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:33.406 ]sampleid: 000000053994.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:33.565 ]sampleid: 000000054123.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:33.727 ]sampleid: 000000054164.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:33.884 ]sampleid: 000000054592.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:34. 46 ]sampleid: 000000054593.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:34.206 ]sampleid: 000000054605.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:34.362 ]sampleid: 000000054628.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:34.516 ]sampleid: 000000054654.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:34.673 ]sampleid: 000000054931.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:34.831 ]sampleid: 000000054967.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:34.964 ]sampleid: 000000055002.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:35.125 ]sampleid: 000000055022.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:35.286 ]sampleid: 000000055072.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:35.447 ]sampleid: 000000055150.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:35.612 ]sampleid: 000000055167.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:35.772 ]sampleid: 000000055299.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:35.929 ]sampleid: 000000055528.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:36. 79 ]sampleid: 000000055950.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:36.243 ]sampleid: 000000056127.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:36.397 ]sampleid: 000000056288.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:36.551 ]sampleid: 000000056344.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:36.708 ]sampleid: 000000056350.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:36.860 ]sampleid: 000000056545.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:37. 23 ]sampleid: 000000057027.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:37.179 ]sampleid: 000000057149.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:37.329 ]sampleid: 000000057150.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:37.485 ]sampleid: 000000057232.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:37.643 ]sampleid: 000000057238.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:37.801 ]sampleid: 000000057244.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:37.966 ]sampleid: 000000057597.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:38.132 ]sampleid: 000000057672.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:38.274 ]sampleid: 000000057725.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:38.430 ]sampleid: 000000057760.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:38.571 ]sampleid: 000000058029.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:38.742 ]sampleid: 000000058111.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:38.906 ]sampleid: 000000058350.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:39. 72 ]sampleid: 000000058384.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:39.211 ]sampleid: 000000058393.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:39.350 ]sampleid: 000000058539.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:39.495 ]sampleid: 000000058636.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:39.660 ]sampleid: 000000058655.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:39.825 ]sampleid: 000000058705.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:39.993 ]sampleid: 000000059044.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:40.163 ]sampleid: 000000059386.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:40.330 ]sampleid: 000000059598.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:40.497 ]sampleid: 000000059635.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:40.660 ]sampleid: 000000059920.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:40.829 ]sampleid: 000000060052.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:40.996 ]sampleid: 000000060090.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:41.163 ]sampleid: 000000060102.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:41.344 ]sampleid: 000000060347.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:41.513 ]sampleid: 000000060363.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:41.669 ]sampleid: 000000060449.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:41.835 ]sampleid: 000000060507.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:42.  2 ]sampleid: 000000060770.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:42.166 ]sampleid: 000000060823.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:42.337 ]sampleid: 000000060835.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:42.502 ]sampleid: 000000060855.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:42.663 ]sampleid: 000000060886.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:42.826 ]sampleid: 000000060899.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:42.997 ]sampleid: 000000060932.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:43.164 ]sampleid: 000000061108.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:43.343 ]sampleid: 000000061171.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:43.504 ]sampleid: 000000061268.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:43.674 ]sampleid: 000000061333.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:43.843 ]sampleid: 000000061418.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:44.  7 ]sampleid: 000000061471.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:44.178 ]sampleid: 000000061584.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:44.344 ]sampleid: 000000061658.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:44.522 ]sampleid: 000000061747.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:44.689 ]sampleid: 000000061960.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:44.852 ]sampleid: 000000062025.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:45. 30 ]sampleid: 000000062353.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:45.182 ]sampleid: 000000062355.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:45.345 ]sampleid: 000000062554.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:45.521 ]sampleid: 000000062692.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:45.686 ]sampleid: 000000062808.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:45.862 ]sampleid: 000000063047.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:46. 29 ]sampleid: 000000063154.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:46.199 ]sampleid: 000000063552.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:46.365 ]sampleid: 000000063602.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:46.544 ]sampleid: 000000063740.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:46.725 ]sampleid: 000000063965.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:46.904 ]sampleid: 000000064084.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:47. 78 ]sampleid: 000000064359.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:47.244 ]sampleid: 000000064462.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:47.424 ]sampleid: 000000064495.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:47.605 ]sampleid: 000000064499.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:47.785 ]sampleid: 000000064523.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:47.961 ]sampleid: 000000064574.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:48.132 ]sampleid: 000000064718.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:48.304 ]sampleid: 000000064868.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:48.486 ]sampleid: 000000064898.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:48.666 ]sampleid: 000000065074.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:48.848 ]sampleid: 000000065288.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:49. 15 ]sampleid: 000000065350.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:49.188 ]sampleid: 000000065455.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:49.352 ]sampleid: 000000065485.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:49.525 ]sampleid: 000000065736.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:49.705 ]sampleid: 000000065798.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:49.883 ]sampleid: 000000066038.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:50. 51 ]sampleid: 000000066135.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:50.230 ]sampleid: 000000066231.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:50.404 ]sampleid: 000000066523.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:50.584 ]sampleid: 000000066561.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:50.765 ]sampleid: 000000066635.jpg, result=true
[ AI-Rank-Log  4/ 7 11:58:50.946 ]sampleid: 000000066706.jpg, result=true
