[ AI-Rank-Log  4/ 7 14:29:16.191 ]load_data, checksum: 442b8da7639aecaf257c1dceb8ba8c8
[ AI-Rank-Log  4/ 7 14:29:46.969 ]sampleid: 000000031735.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:47.100 ]sampleid: 000000031749.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:47.224 ]sampleid: 000000031817.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:47.344 ]sampleid: 000000032038.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:47.465 ]sampleid: 000000032081.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:47.590 ]sampleid: 000000032285.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:47.713 ]sampleid: 000000032334.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:47.839 ]sampleid: 000000032570.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:47.966 ]sampleid: 000000032610.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:48. 91 ]sampleid: 000000032735.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:48.214 ]sampleid: 000000032811.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:48.343 ]sampleid: 000000032817.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:48.467 ]sampleid: 000000032861.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:48.591 ]sampleid: 000000032887.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:48.720 ]sampleid: 000000032901.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:48.845 ]sampleid: 000000032941.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:48.971 ]sampleid: 000000033005.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:49. 96 ]sampleid: 000000033104.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:49.225 ]sampleid: 000000033109.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:49.352 ]sampleid: 000000033114.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:49.476 ]sampleid: 000000033221.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:49.601 ]sampleid: 000000033368.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:49.724 ]sampleid: 000000033638.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:49.850 ]sampleid: 000000033707.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:49.978 ]sampleid: 000000033759.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:50.111 ]sampleid: 000000033854.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:50.241 ]sampleid: 000000034071.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:50.371 ]sampleid: 000000034139.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:50.495 ]sampleid: 000000034205.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:50.620 ]sampleid: 000000034257.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:50.746 ]sampleid: 000000034417.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:50.872 ]sampleid: 000000034452.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:50.998 ]sampleid: 000000034760.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:51.128 ]sampleid: 000000034873.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:51.256 ]sampleid: 000000035062.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:51.384 ]sampleid: 000000035197.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:51.516 ]sampleid: 000000035279.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:51.647 ]sampleid: 000000035326.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:51.783 ]sampleid: 000000035682.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:51.913 ]sampleid: 000000035770.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:52. 45 ]sampleid: 000000035963.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:52.176 ]sampleid: 000000036494.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:52.304 ]sampleid: 000000036539.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:52.429 ]sampleid: 000000036660.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:52.560 ]sampleid: 000000036678.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:52.691 ]sampleid: 000000036844.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:52.825 ]sampleid: 000000036861.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:52.961 ]sampleid: 000000036936.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:53. 93 ]sampleid: 000000037670.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:53.223 ]sampleid: 000000037689.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:53.356 ]sampleid: 000000037740.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:53.492 ]sampleid: 000000037751.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:53.621 ]sampleid: 000000037777.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:53.754 ]sampleid: 000000037988.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:53.885 ]sampleid: 000000038048.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:54.  7 ]sampleid: 000000038070.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:54.140 ]sampleid: 000000038118.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:54.273 ]sampleid: 000000038210.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:54.402 ]sampleid: 000000038576.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:54.542 ]sampleid: 000000038678.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:54.676 ]sampleid: 000000038825.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:54.812 ]sampleid: 000000038829.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:54.945 ]sampleid: 000000039405.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:55. 80 ]sampleid: 000000039477.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:55.213 ]sampleid: 000000039480.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:55.348 ]sampleid: 000000039484.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:55.486 ]sampleid: 000000039551.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:55.631 ]sampleid: 000000039670.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:55.768 ]sampleid: 000000039769.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:55.905 ]sampleid: 000000039785.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:56. 41 ]sampleid: 000000039914.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:56.174 ]sampleid: 000000039951.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:56.308 ]sampleid: 000000039956.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:56.448 ]sampleid: 000000040036.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:56.580 ]sampleid: 000000040083.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:56.717 ]sampleid: 000000040471.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:56.850 ]sampleid: 000000040757.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:56.983 ]sampleid: 000000041488.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:57.120 ]sampleid: 000000041633.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:57.255 ]sampleid: 000000041635.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:57.391 ]sampleid: 000000041872.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:57.529 ]sampleid: 000000041888.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:57.666 ]sampleid: 000000041990.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:57.807 ]sampleid: 000000042070.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:57.940 ]sampleid: 000000042102.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:58. 83 ]sampleid: 000000042178.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:58.222 ]sampleid: 000000042276.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:58.365 ]sampleid: 000000042296.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:58.503 ]sampleid: 000000042528.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:58.649 ]sampleid: 000000042563.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:58.790 ]sampleid: 000000042628.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:58.925 ]sampleid: 000000042888.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:59. 63 ]sampleid: 000000042889.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:59.199 ]sampleid: 000000043314.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:59.342 ]sampleid: 000000043435.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:59.483 ]sampleid: 000000043581.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:59.626 ]sampleid: 000000043737.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:59.768 ]sampleid: 000000043816.jpg, result=true
[ AI-Rank-Log  4/ 7 14:29:59.908 ]sampleid: 000000044068.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 0. 44 ]sampleid: 000000044195.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 0.188 ]sampleid: 000000044260.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 0.330 ]sampleid: 000000044279.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 0.469 ]sampleid: 000000044590.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 0.609 ]sampleid: 000000044652.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 0.753 ]sampleid: 000000044699.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 0.891 ]sampleid: 000000044877.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 1. 38 ]sampleid: 000000045070.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 1.173 ]sampleid: 000000045090.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 1.312 ]sampleid: 000000045229.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 1.456 ]sampleid: 000000045472.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 1.599 ]sampleid: 000000045550.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 1.745 ]sampleid: 000000045596.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 1.886 ]sampleid: 000000045728.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 2. 31 ]sampleid: 000000046031.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 2.174 ]sampleid: 000000046048.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 2.324 ]sampleid: 000000046252.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 2.467 ]sampleid: 000000046378.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 2.605 ]sampleid: 000000046463.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 2.744 ]sampleid: 000000046497.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 2.892 ]sampleid: 000000046804.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 3. 41 ]sampleid: 000000046872.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 3.188 ]sampleid: 000000047010.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 3.334 ]sampleid: 000000047112.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 3.475 ]sampleid: 000000047121.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 3.625 ]sampleid: 000000047571.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 3.771 ]sampleid: 000000047585.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 3.920 ]sampleid: 000000047740.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 4. 60 ]sampleid: 000000047769.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 4.207 ]sampleid: 000000047801.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 4.356 ]sampleid: 000000047819.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 4.502 ]sampleid: 000000047828.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 4.646 ]sampleid: 000000048153.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 4.789 ]sampleid: 000000048396.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 4.932 ]sampleid: 000000048504.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 5. 74 ]sampleid: 000000048555.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 5.219 ]sampleid: 000000048564.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 5.366 ]sampleid: 000000048924.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 5.512 ]sampleid: 000000049060.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 5.660 ]sampleid: 000000049091.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 5.811 ]sampleid: 000000049259.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 5.957 ]sampleid: 000000049269.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 6.108 ]sampleid: 000000049759.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 6.255 ]sampleid: 000000049761.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 6.406 ]sampleid: 000000049810.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 6.555 ]sampleid: 000000050006.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 6.702 ]sampleid: 000000050145.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 6.850 ]sampleid: 000000050149.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 7.  4 ]sampleid: 000000050165.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 7.146 ]sampleid: 000000050326.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 7.290 ]sampleid: 000000050331.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 7.443 ]sampleid: 000000050380.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 7.594 ]sampleid: 000000050638.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 7.741 ]sampleid: 000000050679.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 7.893 ]sampleid: 000000050811.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 8. 41 ]sampleid: 000000050828.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 8.188 ]sampleid: 000000050844.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 8.344 ]sampleid: 000000050896.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 8.492 ]sampleid: 000000050943.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 8.640 ]sampleid: 000000051008.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 8.792 ]sampleid: 000000051309.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 8.945 ]sampleid: 000000051314.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 9. 95 ]sampleid: 000000051326.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 9.244 ]sampleid: 000000051598.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 9.393 ]sampleid: 000000051610.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 9.546 ]sampleid: 000000051712.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 9.689 ]sampleid: 000000051738.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 9.843 ]sampleid: 000000051938.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30: 9.996 ]sampleid: 000000051961.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:10.148 ]sampleid: 000000051976.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:10.306 ]sampleid: 000000052007.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:10.457 ]sampleid: 000000052017.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:10.611 ]sampleid: 000000052412.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:10.760 ]sampleid: 000000052413.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:10.914 ]sampleid: 000000052462.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:11. 69 ]sampleid: 000000052507.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:11.221 ]sampleid: 000000052565.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:11.369 ]sampleid: 000000052591.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:11.523 ]sampleid: 000000052891.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:11.676 ]sampleid: 000000052996.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:11.830 ]sampleid: 000000053505.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:11.980 ]sampleid: 000000053529.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:12.134 ]sampleid: 000000053624.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:12.291 ]sampleid: 000000053626.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:12.447 ]sampleid: 000000053909.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:12.602 ]sampleid: 000000053994.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:12.763 ]sampleid: 000000054123.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:12.919 ]sampleid: 000000054164.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:13. 73 ]sampleid: 000000054592.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:13.231 ]sampleid: 000000054593.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:13.388 ]sampleid: 000000054605.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:13.541 ]sampleid: 000000054628.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:13.699 ]sampleid: 000000054654.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:13.855 ]sampleid: 000000054931.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:14.  7 ]sampleid: 000000054967.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:14.159 ]sampleid: 000000055002.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:14.322 ]sampleid: 000000055022.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:14.480 ]sampleid: 000000055072.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:14.639 ]sampleid: 000000055150.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:14.801 ]sampleid: 000000055167.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:14.955 ]sampleid: 000000055299.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:15.109 ]sampleid: 000000055528.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:15.269 ]sampleid: 000000055950.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:15.428 ]sampleid: 000000056127.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:15.586 ]sampleid: 000000056288.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:15.746 ]sampleid: 000000056344.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:15.905 ]sampleid: 000000056350.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:16. 64 ]sampleid: 000000056545.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:16.227 ]sampleid: 000000057027.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:16.388 ]sampleid: 000000057149.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:16.540 ]sampleid: 000000057150.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:16.703 ]sampleid: 000000057232.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:16.860 ]sampleid: 000000057238.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:17. 25 ]sampleid: 000000057244.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:17.188 ]sampleid: 000000057597.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:17.351 ]sampleid: 000000057672.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:17.512 ]sampleid: 000000057725.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:17.666 ]sampleid: 000000057760.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:17.824 ]sampleid: 000000058029.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:17.984 ]sampleid: 000000058111.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:18.144 ]sampleid: 000000058350.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:18.309 ]sampleid: 000000058384.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:18.469 ]sampleid: 000000058393.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:18.627 ]sampleid: 000000058539.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:18.789 ]sampleid: 000000058636.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:18.949 ]sampleid: 000000058655.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:19.114 ]sampleid: 000000058705.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:19.274 ]sampleid: 000000059044.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:19.437 ]sampleid: 000000059386.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:19.600 ]sampleid: 000000059598.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:19.763 ]sampleid: 000000059635.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:19.923 ]sampleid: 000000059920.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:20. 84 ]sampleid: 000000060052.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:20.248 ]sampleid: 000000060090.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:20.413 ]sampleid: 000000060102.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:20.592 ]sampleid: 000000060347.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:20.759 ]sampleid: 000000060363.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:20.924 ]sampleid: 000000060449.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:21. 90 ]sampleid: 000000060507.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:21.249 ]sampleid: 000000060770.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:21.423 ]sampleid: 000000060823.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:21.591 ]sampleid: 000000060835.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:21.756 ]sampleid: 000000060855.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:21.916 ]sampleid: 000000060886.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:22. 85 ]sampleid: 000000060899.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:22.249 ]sampleid: 000000060932.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:22.414 ]sampleid: 000000061108.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:22.585 ]sampleid: 000000061171.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:22.752 ]sampleid: 000000061268.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:22.917 ]sampleid: 000000061333.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:23. 83 ]sampleid: 000000061418.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:23.252 ]sampleid: 000000061471.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:23.417 ]sampleid: 000000061584.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:23.586 ]sampleid: 000000061658.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:23.758 ]sampleid: 000000061747.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:23.928 ]sampleid: 000000061960.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:24. 95 ]sampleid: 000000062025.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:24.271 ]sampleid: 000000062353.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:24.440 ]sampleid: 000000062355.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:24.611 ]sampleid: 000000062554.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:24.780 ]sampleid: 000000062692.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:24.952 ]sampleid: 000000062808.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:25.128 ]sampleid: 000000063047.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:25.304 ]sampleid: 000000063154.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:25.476 ]sampleid: 000000063552.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:25.644 ]sampleid: 000000063602.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:25.814 ]sampleid: 000000063740.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:25.986 ]sampleid: 000000063965.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:26.155 ]sampleid: 000000064084.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:26.321 ]sampleid: 000000064359.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:26.489 ]sampleid: 000000064462.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:26.667 ]sampleid: 000000064495.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:26.840 ]sampleid: 000000064499.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:27. 12 ]sampleid: 000000064523.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:27.184 ]sampleid: 000000064574.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:27.355 ]sampleid: 000000064718.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:27.523 ]sampleid: 000000064868.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:27.695 ]sampleid: 000000064898.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:27.870 ]sampleid: 000000065074.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:28. 48 ]sampleid: 000000065288.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:28.220 ]sampleid: 000000065350.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:28.390 ]sampleid: 000000065455.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:28.560 ]sampleid: 000000065485.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:28.731 ]sampleid: 000000065736.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:28.909 ]sampleid: 000000065798.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:29. 86 ]sampleid: 000000066038.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:29.259 ]sampleid: 000000066135.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:29.434 ]sampleid: 000000066231.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:29.606 ]sampleid: 000000066523.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:29.785 ]sampleid: 000000066561.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:29.955 ]sampleid: 000000066635.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:30.130 ]sampleid: 000000066706.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:30.306 ]sampleid: 000000066771.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:30.483 ]sampleid: 000000066817.jpg, result=true
[ AI-Rank-Log  4/ 7 14:30:30.659 ]sampleid: 000000066841.jpg, result=true
